1,1,2,True,60.0,09:54:42.635247,09:54:43.722679,http://en.wikipedia.org/wiki/Internal_Revenue_Code,US tax code 403 (b)
1,1,1,True,60.0,09:54:44.273290,09:54:45.208850,http://en.wikipedia.org/wiki/403(b),US tax code 403 (b)
1,1,3,False,0,0,0,http://www.403bwise.com/faqs/index.html,US tax code 403 (b)
1,1,4,False,0,0,0,http://403bwise.com/participants/getwise_investment_roth.html,US tax code 403 (b)
1,1,5,False,0,0,0,http://uscode.house.gov/,US tax code 403 (b)
1,1,6,False,60.0,0,0,http://www.indiana.edu/~uhrs/benefits/tda.html,US tax code 403 (b)
1,1,7,False,40.0,0,0,http://www.ing-usa.com/us/individuals/productsservices/retirementplans/employersponsored/403btaxshelteredannuities/learnabouttsa/index.htm,US tax code 403 (b)
1,1,8,False,40.0,0,0,http://uscode.house.gov/download/pls/26C12.txt,US tax code 403 (b)
1,1,9,False,40.0,0,0,http://www.fool.com/personal-finance/retirement/2007/01/05/to-403b-or-not-to-403b.aspx,US tax code 403 (b)
1,1,10,False,0,0,0,http://www.massachusetts.edu/treasurer/403b.html,US tax code 403 (b)
1,2,1,True,100.0,15:06:02.870068,15:06:11.579471,http://en.wikipedia.org/wiki/403(b),403(b) retirement plan
1,2,2,True,100.0,15:06:13.771133,15:06:28.882985,http://www.investopedia.com/university/retirementplans/403b/,403(b) retirement plan
1,2,4,True,0,15:06:33.355557,15:06:38.994666,http://www.nationwide.com/403b-retirement-plans.jsp,403(b) retirement plan
1,2,6,True,100.0,15:06:47.467973,15:06:53.322907,http://www.investopedia.com/terms/1/403bplan.asp,403(b) retirement plan
1,2,10,True,100.0,15:07:02.587941,15:07:08.179010,http://money.cnn.com/retirement/guide/401k_403bplans.moneymag/index.htm,403(b) retirement plan
1,2,9,True,100.0,15:07:09.740000,15:07:15.467107,http://beginnersinvest.about.com/od/403bplan/403b_Plan.htm,403(b) retirement plan
1,2,8,True,100.0,15:07:16.868125,15:07:20.890175,http://www.403bwise.com/,403(b) retirement plan
1,2,3,False,100.0,0,0,http://www.403bwise.com/faqs/,403(b) retirement plan
1,2,5,False,100.0,0,0,http://www.irs.gov/publications/p571/ch01.html,403(b) retirement plan
1,2,7,False,100.0,0,0,http://financialplan.about.com/lw/Business-Finance/Personal-finance/403-b-plan.htm,403(b) retirement plan
2,2,1,True,0,15:07:45.700312,15:07:53.641803,http://www.investopedia.com/terms/i/ira.asp,personal IRA
2,2,2,True,0,15:07:55.019637,15:08:05.555084,http://www.ira.com/,personal IRA
2,2,3,True,0,15:08:07.403906,15:08:11.680817,http://www.nationwide.com/ira-accounts.jsp,personal IRA
2,2,4,False,100.0,0,0,http://www.providentnj.com/site/PersonalServices/IRA/Content.aspx,personal IRA
2,2,5,False,0,0,0,http://www.irs.gov/taxtopics/tc451.html,personal IRA
2,2,6,False,0,0,0,http://www.regions.com/personal_banking/iras.rf,personal IRA
2,2,7,False,0,0,0,http://www.themoneyalert.com/AnEssentialRetirementTool.html,personal IRA
2,2,8,False,100.0,0,0,http://www.firstbanks.com/Personal/IRA/traditional_IRA.asp,personal IRA
2,2,9,False,0,0,0,http://www.principal.com/bank/ira.htm,personal IRA
2,2,10,False,0,0,0,http://www.rothira.com/,personal IRA
3,2,1,True,40.0,15:08:37.099092,15:08:43.850390,http://investment.ameriprise.com/ira-vs-401k-403b/,personal IRA v 403 (b)
3,2,2,False,60.0,0,0,http://www.investopedia.com/ask/answers/142.asp,personal IRA v 403 (b)
3,2,3,False,0,0,0,http://www.irs.gov/publications/p571/ch08.html,personal IRA v 403 (b)
3,2,4,False,0,0,0,http://www.403bwise.com/faqs/,personal IRA v 403 (b)
3,2,5,False,0,0,0,http://www.investopedia.com/university/retirementplans/403b/,personal IRA v 403 (b)
3,2,6,False,0,0,0,http://en.wikipedia.org/wiki/403(b),personal IRA v 403 (b)
3,2,7,False,40.0,0,0,http://investment.ameriprise.com/ira-vs-401k-403b/401k-retirement-403b-plan.asp,personal IRA v 403 (b)
3,2,8,False,0,0,0,http://www.moneymanagment.info/rollovers.htm,personal IRA v 403 (b)
3,2,9,False,0,0,0,http://www.wikinvest.com/wiki/403(b)_Plan,personal IRA v 403 (b)
3,2,10,False,0,0,0,http://www.banksite.com/calc/annuity2,personal IRA v 403 (b)
4,2,1,False,60.0,0,0,http://www.investopedia.com/ask/answers/142.asp,personal IRA or 403 (b)
4,2,2,False,0,0,0,http://www.irs.gov/publications/p571/ch08.html,personal IRA or 403 (b)
4,2,3,False,0,0,0,http://www.investopedia.com/university/retirementplans/403b/,personal IRA or 403 (b)
4,2,4,False,0,0,0,http://www.moneymanagment.info/rollovers.htm,personal IRA or 403 (b)
4,2,5,False,0,0,0,http://www.403bwise.com/faqs/index.html,personal IRA or 403 (b)
4,2,6,False,0,0,0,http://en.wikipedia.org/wiki/403(b),personal IRA or 403 (b)
4,2,7,False,0,0,0,http://www.wikinvest.com/wiki/403(b)_Plan,personal IRA or 403 (b)
4,2,8,False,0,0,0,http://en.wikipedia.org/wiki/SIMPLE_IRA,personal IRA or 403 (b)
4,2,9,False,40.0,0,0,http://retireplan.about.com/lw/Business-Finance/Personal-finance/What-is-a-403-b-Plan-.htm,personal IRA or 403 (b)
4,2,10,False,0,0,0,http://retireplan.about.com/lw/Business-Finance/Personal-finance/Catch-Up-Retirement-Planning.htm,personal IRA or 403 (b)
1,3,8,True,100.0,14:39:44.269609,14:39:52.633796,http://www.java-books.us/javageneral_0013.php,teach yourself programming
1,3,6,True,100.0,14:39:57.259540,14:40:12.000177,http://www.teachyourselfanything.net/c.html,teach yourself programming
1,3,1,False,100.0,0,0,http://norvig.com/21-days.html,teach yourself programming
1,3,2,False,66.6666666667,0,0,http://weblog.raganwald.com/2007/10/challenge-of-teaching-yourself.html,teach yourself programming
1,3,3,False,66.6666666667,0,0,http://newdata.box.sk/bx/c/htm/ch01.htm,teach yourself programming
1,3,4,False,100.0,0,0,http://more-shell.blogspot.com/2007/03/sams-teach-yourself-shell-programming.html,teach yourself programming
1,3,5,False,66.6666666667,0,0,http://www.webbasedprogramming.com/Teach-Yourself-SQL-in-21-Days-Second-Edition/,teach yourself programming
1,3,7,False,100.0,0,0,http://www.norvig.com/index.html,teach yourself programming
1,3,9,False,100.0,0,0,http://www.computersciencelab.com/Sams.htm,teach yourself programming
1,3,10,False,66.6666666667,0,0,http://www.teachyourselfanything.net/,teach yourself programming
1,4,1,True,0,16:00:09.540768,16:00:18.775669,http://www.800poconos.com/,pocono mountains region
1,4,2,True,100.0,16:00:23.914735,16:00:34.600754,http://en.wikipedia.org/wiki/The_Poconos,pocono mountains region
1,4,3,False,66.6666666667,0,0,http://pocono.org/index.html,pocono mountains region
1,4,4,False,0,0,0,http://www.pmrpd.com/,pocono mountains region
1,4,5,False,0,0,0,http://wikitravel.org/en/Poconos_and_Endless_Mountains,pocono mountains region
1,4,6,False,0,0,0,http://www.shawneemt.com/,pocono mountains region
1,4,7,False,66.6666666667,0,0,http://poconohotels.com/,pocono mountains region
1,4,8,False,66.6666666667,0,0,http://poconocoupons.com/,pocono mountains region
1,4,9,False,0,0,0,http://www.pmsd.org/,pocono mountains region
1,4,10,False,0,0,0,http://www.pmrpd.com/inthenews.html,pocono mountains region
3,4,2,True,100.0,16:01:01.084855,16:01:35.636049,http://wikitravel.org/en/Poconos_and_Endless_Mountains,pocono mountains region activities
3,4,1,False,75.0,0,0,http://www.800poconos.com/,pocono mountains region activities
